12.1628 233.507 10.166	18559	12.1628	5	160	1472.5	1666	231374	231478	26		103	12.1061	233
10.5939 233.442 10.7895	16165	10.5939	5	170	1857.14	780	228985	229036	10		96	11.3383	233
12.2742 234.512 16.653	18729	12.2742	8	4	7.40899	8538	248678	249511	16		251	17.6399	234
11.938 234.498 12.367	18216	11.938	3	34	64.5729	42	248777	248813	7		252	15.0087	234
10.065 234.42 15.4704	15358	10.065	5	67	163.791	1514	245914	245990	4		234	15.4704	234
10.5926 234.442 15.5312	16163	10.5926	5	170	1857.14	3269	246656	246787	1		234	15.5312	234
7.50256 240.313 11.7386	11448	7.50256	5	168	1772.92	383	348430	348478	22		276	13.4222	240
7.51698 241.313 11.8362	11470	7.51698	5	168	1772.92	346	366183	366237	19		276	13.4222	241
7.53664 242.314 12.3353	11500	7.53664	4	167	1732.25	322	383959	383997	17		276	13.4222	242
8.99351 242.375 10.9434	13723	8.99351	3	168	1772.92	211	386195	386222	9		242	10.9434	242
7.55302 243.315 11.1181	11525	7.55302	5	168	1772.92	373	401708	401760	25		276	13.4222	243
12.2002 244.509 15.9222	18616	12.2002	4	3	5.57867	6	426523	426622	15		248	17.0257	244
12.1962 244.509 15.7928	18610	12.1962	8	118	554.276	7078	426383	426728	17		251	17.6399	244
8.41875 244.351 13.7129	12846	8.41875	8	165	1653.69	4508	420645	421761	5		276	16.7119	244
7.55761 244.315 10.6627	11532	7.55761	5	169	1814.54	211	419465	419506	28		126	12.6519	244
12.2002 245.509 15.1059	18616	12.2002	4	1	1.87635	65	444238	444359	17		248	17.0257	245
12.2323 245.51 14.438	18665	12.2323	8	86	260.589	827	444160	444514	22		251	17.6399	245
8.56097 245.357 10.1457	13063	8.56097	8	95	322.876	1837	438639	438854	37		312	11.233	245
12.1504 245.507 13.9706	18540	12.1504	4	107	428.433	4664	444177	444252	18		248	17.0257	245
7.24828 245.302 10.2309	11060	7.24828	5	153	1251.63	1641	436729	436781	8		248	11.9428	245
7.55499 245.315 10.5464	11528	7.55499	5	173	1991.01	433	437198	437244	30		126	12.6519	245
12.1786 246.508 10.2434	18583	12.1786	5	67	163.791	1380	461986	462031	26		222	12.5031	246
12.1877 247.508 13.3652	18597	12.1877	4	62	144.288	1	479723	479779	1		247	13.3652	247
10.0709 247.42 11.7756	15367	10.0709	6	69	172.192	1527	476496	476565	12		252	13.4223	247
12.2244 247.51 15.2373	18653	12.2244	8	86	260.589	6047	479682	479994	19		251	17.6399	247
7.41802 248.309 12.1731	11319	7.41802	4	3	5.57867	41	490176	490229	11		276	13.4222	248
10.0683 248.42 13.0596	15363	10.0683	6	69	172.192	1059	494224	494311	9		234	15.4704	248
12.2244 248.51 17.0257	18653	12.2244	8	86	260.589	5514	496971	497752	15		251	17.6399	248
7.29874 248.304 11.9428	11137	7.29874	5	142	969.373	1197	490009	490066	7		276	13.4222	248
8.42793 248.351 10.7289	12860	8.42793	8	166	1692.52	1077	491622	491868	30		252	12.8932	248
12.2985 249.513 12.2879	18766	12.2985	5	78	214.855	3875	515371	515429	19		95	14.6711	249
11.9171 250.497 13.8039	18184	11.9171	5	91	293.626	10	532518	532583	14		253	16.7039	250
7.39443 250.308 11.1417	11283	7.39443	4	92	300.692	806	525617	525669	12		276	13.4222	250
7.35904 250.307 10.8741	11229	7.35904	4	125	652.625	655	525574	525618	6		248	11.9428	250
10.0231 250.418 10.3652	15294	10.0231	4	129	716.376	1537	529645	529688	19		247	11.7756	250
11.8515 250.494 13.439	18084	11.8515	5	146	1063.8	277	532389	532478	13		254	15.9705	250
12.1707 250.508 14.7756	18571	12.1707	5	168	1772.92	1303	532903	532983	18		248	17.0257	250
10.0847 251.421 15.3319	15388	10.0847	4	3	5.57867	2556	547471	547525	3		234	15.4704	251
7.41474 251.309 11.5624	11314	7.41474	4	28	51.9141	1639	543413	543438	13		276	13.4222	251
9.16586 251.382 13.3831	13986	9.16586	5	87	266.903	1320	546078	546133	5		244	13.7129	251
11.9105 251.497 17.6399	18174	11.9105	5	93	307.92	2297	550223	550315	13		251	17.6399	251
9.51583 251.397 11.0772	14520	9.51583	5	170	1857.14	459	546608	546656	17		254	12.3568	251
11.9269 252.498 15.0087	18199	11.9269	6	27	49.8998	3917	567988	568097	16		251	17.6399	252
7.40164 252.309 10.2448	11294	7.40164	3	62	144.288	1106	561135	561146	15		248	12.1731	252
9.16455 252.382 12.8932	13984	9.16455	5	87	266.903	859	563812	563859	6		244	13.7129	252
9.99489 252.417 13.4223	15251	9.99489	4	129	716.376	547	565084	565129	6		234	15.4704	252
12.1962 252.509 14.2756	18610	12.1962	5	142	969.373	146	568259	568533	20		248	17.0257	252
9.53024 252.397 14.0987	14542	9.53024	5	170	1857.14	501	564361	564413	3		252	14.0987	252
9.85203 252.411 12.1198	15033	9.85203	5	170	1857.14	1083	564859	564911	1		252	12.1198	252
11.9289 253.498 10.5438	18202	11.9289	2	71	180.963	1	585773	585789	1		253	10.5438	253
10.0611 253.42 10.893	15352	10.0611	5	74	194.855	784	582918	582963	15		248	13.0596	253
12.2356 253.51 16.7039	18670	12.2356	8	86	260.589	4729	585642	586466	16		251	17.6399	253
9.54008 253.398 11.4056	14557	9.54008	5	170	1857.14	308	582119	582178	14		254	12.3568	253
12.229 254.51 15.9705	18660	12.229	8	86	260.589	4888	603404	604179	17		251	17.6399	254
9.55646 254.399 12.3568	14582	9.55646	5	170	1857.14	274	599881	599931	10		252	14.0987	254
8.58849 275.358 11.0926	13105	8.58849	8	9	16.4325	3933	190290	190642	26		251	13.3831	275
12.2552 275.511 16.9385	18700	12.2552	8	36	69.042	6492	195582	196298	16		251	17.6399	275
10.6955 276.446 10.4741	16320	10.6955	3	17	30.8542	41	211422	211434	10		233	10.7895	276
8.6016 276.359 16.7119	13125	8.6016	8	36	69.042	8872	208000	208406	2		276	16.7119	276
12.2651 276.512 22.4539	18715	12.2651	8	47	96.4581	12834	213223	214050	1		276	22.4539	276
12.3214 276.514 18.2285	18801	12.3214	3	60	137.043	89	213815	213947	1		276	18.2285	276
10.6548 276.444 10.4406	16258	10.6548	3	105	408.772	37	211352	211375	12		233	10.7895	276
10.0408 276.419 11.2888	15321	10.0408	5	126	668.015	58	210369	210461	14		252	13.4223	276
7.29547 276.304 13.4222	11132	7.29547	7	139	904.069	1356	206132	206323	17		276	13.4222	276
9.54401 276.398 10.7073	14563	9.54401	2	166	1692.52	119	209663	209674	13		254	12.3568	276
10.6922 277.446 10.096	16315	10.6922	3	24	43.995	35	229153	229166	12		233	10.7895	277
8.61405 277.359 11.1446	13144	8.61405	8	51	107.86	3154	225824	226127	25		251	13.3831	277
12.2461 277.511 12.8822	18686	12.2461	8	82	236.704	5151	231367	231702	22		305	15.7188	277
12.1681 277.508 11.9929	18567	12.1681	4	87	266.903	19	231381	231426	14		245	14.438	277
10.645 277.444 10.0151	16243	10.645	4	108	438.606	550	229079	229102	17		96	11.3383	277
7.21813 277.301 10.2058	11014	7.21813	6	158	1405.7	142	223807	223911	27		132	12.3759	277
12.309 278.513 10.7255	18782	12.309	9	25	45.9415	2259	249136	249574	24		277	12.8822	278
12.2579 304.511 15.4856	18704	12.2579	8	62	144.288	4824	710284	710654	18		251	17.6399	304
12.2349 305.51 15.7188	18669	12.2349	8	82	236.704	4900	727990	728355	18		251	17.6399	305
12.2506 306.511 10.6044	18693	12.2506	8	47	96.4581	1259	745791	746063	27		277	12.8822	306
8.60881 308.359 10.5883	13136	8.60881	5	166	1692.52	280	775805	775850	22		310	12.5105	308
8.64027 309.36 10.8914	13184	8.64027	3	160	1472.5	14	13178	13211	12		311	13.2745	309
8.62388 309.36 11.1896	13159	8.62388	3	164	1615.76	355	13154	13188	11		311	13.2745	309
8.64158 310.36 12.5105	13186	8.64158	2	164	1615.76	866	30917	30952	6		311	13.2745	310
8.64813 311.361 13.2745	13196	8.64813	3	167	1732.25	840	48642	48687	4		311	13.2745	311
8.675 312.362 11.233	13237	8.675	4	165	1653.69	657	66417	66464	19		244	13.7129	312
8.81721 313.368 10.114	13454	8.81721	3	107	428.433	54	84396	84411	8		313	10.114	313
8.71301 314.363 10.2982	13295	8.71301	4	163	1578.69	798	101957	101996	20		312	11.233	314
8.68745 315.362 10.6384	13256	8.68745	5	172	1945.35	735	119657	119701	24		310	12.5105	315
8.71105 316.363 10.2814	13292	8.71105	3	171	1900.73	457	137435	137459	15		312	11.233	316
8.97319 333.374 13.3913	13692	8.97319	3	172	1945.35	481	439363	439398	1		333	13.3913	333
12.3083 335.513 10.3608	18781	12.3083	4	73	190.123	583	479917	479962	28		52	12.3517	335
9.02365 335.376 10.1746	13769	9.02365	5	168	1772.92	299	474913	474952	19		277	11.1446	335
10.0467 336.419 10.7168	15330	10.0467	3	94	315.313	702	494220	494249	15		248	13.0596	336
12.3024 337.513 10.7925	18772	12.3024	5	74	194.855	2016	515375	515434	26		103	13.1221	337
9.53876 348.398 10.801	14555	9.53876	3	169	1814.54	378	706288	706309	15		254	12.3568	348
9.49027 352.396 11.2194	14481	9.49027	4	174	2037.74	147	777158	777188	12		254	12.3568	352
17.1318 1.71496 11.6461	26141	17.1318	7	136	843.141	1203	26069	26207	16		276	14.0071	1
14.3045 7.59681 11.3314	21827	14.3045	6	170	1857.14	1229	128201	128296	35		249	13.3967	7
17.1056 12.7139 12.7054	26101	17.1056	7	139	904.069	1524	221141	221294	14		13	14.2788	12
17.0662 13.7122 14.2788	26041	17.0662	5	156	1341.92	1950	238816	238934	3		13	14.2788	13
14.4533 14.603 11.3608	22054	14.4533	6	91	293.626	1910	252583	252663	36		249	13.3967	14
14.256 15.5948 14.924	21753	14.256	7	173	1991.01	2653	269529	270162	22		247	17.9206	15
17.1154 25.7143 20.8512	26116	17.1154	7	139	904.069	3299	451694	451917	3		57	21.9733	25
17.1619 26.7162 18.2628	26187	17.1619	7	114	504.798	3083	469512	470103	5		57	21.9733	26
14.3635 26.5993 10.1725	21917	14.3635	7	149	1140.59	1230	465280	465423	48		180	12.0363	26
14.2213 48.5933 10.2113	21700	14.2213	9	151	1194.82	986	74622	75134	48		253	12.3943	48
15.2129 49.6348 12.0522	23213	15.2129	4	36	69.042	514	94147	94169	18		95	14.171	49
14.203 49.5926 24.1322	21672	14.203	9	155	1311.13	5763	92150	93099	4		251	26.151	49
15.2083 52.6346 11.4116	23206	15.2083	4	44	88.4492	642	147354	147377	17		277	13.7579	52
14.2305 52.5937 19.8721	21714	14.2305	9	156	1341.92	4302	145401	146252	15		49	24.1322	52
14.2574 53.5948 13.2848	21755	14.2574	9	138	883.288	2299	163346	163897	25		254	15.575	53
17.1862 56.7172 10.538	26224	17.1862	7	105	408.772	1205	221236	221395	20		12	12.7054	56
17.2071 57.7181 21.9733	26256	17.2071	7	53	113.899	3483	238973	239204	3		57	21.9733	57
17.2091 58.7182 10.3961	26259	17.2091	6	96	330.613	540	256790	256872	19		12	12.7054	58
16.983 58.7087 10.1802	25914	16.983	6	174	2037.74	685	256446	256552	14		1	11.6461	58
14.256 65.5948 11.4252	21753	14.256	9	138	883.288	1446	376171	376683	39		277	13.7579	65
14.2541 66.5947 12.6954	21750	14.2541	9	139	904.069	2391	393857	394531	28		15	14.924	66
14.2737 69.5955 14.4331	21780	14.2737	9	138	883.288	2372	447125	447816	23		70	17.5638	69
15.2109 70.6347 10.1558	23210	15.2109	4	45	91.0702	235	466624	466642	30		253	12.3943	70
14.2567 70.5948 17.5638	21754	14.2567	9	141	947.1	3442	464813	465543	18		250	20.6443	70
14.2311 71.5937 13.132	21715	14.2311	9	140	925.336	2095	482591	483157	26		254	15.575	71
17.1822 93.7171 10.2544	26218	17.1822	7	80	225.537	1358	97087	97260	25		95	11.8372	93
17.1993 94.7178 10.0099	26244	17.1993	8	68	167.947	1251	114791	115028	32		95	11.8372	94
15.2129 95.6348 14.171	23213	15.2129	4	10	18.2246	548	129620	129656	11		250	17.1403	95
17.4988 95.7303 11.8372	26701	17.4988	6	87	266.903	1412	133062	133167	12		276	14.0071	95
19.6877 95.8218 12.6204	30041	19.6877	8	142	969.373	1699	136255	136609	4		95	12.6204	95
14.2331 95.5938 18.2717	21718	14.2331	9	154	1281.03	5684	127665	128524	16		250	20.6443	95
15.2122 96.6347 12.5976	23212	15.2122	4	10	18.2246	312	147357	147394	16		276	15.176	96
15.1355 96.6315 12.6095	23095	15.1355	4	126	668.015	156	147238	147288	10		276	15.176	96
14.2252 96.5935 17.1726	21706	14.2252	9	149	1140.59	10372	145402	146260	18		250	20.6443	96
14.2967 102.596 10.6134	21815	14.2967	3	27	49.8998	61	252392	252401	21		180	12.0363	102
14.1735 102.591 16.4092	21627	14.1735	9	161	1507.08	2966	251810	252537	19		52	19.8721	102
14.144 103.59 17.5328	21582	14.144	9	163	1578.69	2713	269476	270281	18		250	20.6443	103
14.1813 119.592 11.012	21639	14.1813	9	161	1507.08	1072	553390	553954	42		249	13.3967	119
14.1872 120.592 11.3183	21648	14.1872	9	160	1472.5	1303	571176	571774	39		277	13.7579	120
14.0457 179.586 13.6162	21432	14.0457	6	162	1542.47	3136	56847	57149	18		102	16.4092	179
14.0916 180.588 12.0363	21502	14.0916	7	145	1039.37	1784	74638	74795	31		69	14.4331	180
14.1918 212.592 10.8324	21655	14.1918	9	158	1405.7	1571	642075	642631	43		335	13.1607	212
14.3845 223.6 10.0202	21949	14.3845	7	126	668.015	1526	57364	57503	51		180	12.0363	223
14.3694 224.6 10.3098	21926	14.3694	5	122	608.526	39	75110	75159	43		180	12.0363	224
14.4743 233.604 11.0837	22086	14.4743	7	0	0	1606	234841	235010	39		249	13.3967	233
14.4671 234.604 16.9727	22075	14.4671	7	14	25.4077	5537	252053	252750	19		250	20.6443	234
15.1906 234.634 12.3194	23179	15.1906	5	79	220.137	628	253740	253781	28		69	14.4331	234
14.0463 244.586 16.8076	21433	14.0463	10	158	1405.7	3773	428916	430104	19		52	19.8721	244
14.471 245.604 11.8585	22081	14.471	7	14	25.4077	2445	447430	447838	31		69	14.4331	245
15.2207 246.635 10.2119	23225	15.2207	4	2	3.73517	23	466636	466656	29		253	12.3943	246
15.167 246.633 10.092	23143	15.167	4	119	567.374	764	466558	466578	32		234	12.3194	246
15.2142 247.635 12.9912	23215	15.2142	4	30	56.0194	649	484367	484386	14		276	15.176	247
14.4304 247.602 17.9206	22019	14.4304	6	118	554.276	5622	482623	483227	17		250	20.6443	247
14.4677 248.604 18.7223	22076	14.4677	7	8	14.6386	4578	500394	501066	16		250	20.6443	248
15.2109 248.635 11.298	23210	15.2109	4	34	64.5729	407	502099	502120	18		277	13.7579	248
15.1545 248.632 10.7734	23124	15.1545	4	115	516.744	291	502012	502035	14		96	12.6095	248
15.2188 249.635 10.9035	23222	15.2188	4	8	14.6386	8	519840	519869	23		247	12.9912	249
14.471 249.604 13.3967	22081	14.471	6	32	60.2355	2992	518225	518772	23		336	16.2824	249
16.7602 250.699 12.5354	25574	16.7602	5	29	53.9535	1522	539925	540015	5		276	14.0071	250
14.3242 250.598 20.6443	21857	14.3242	9	53	113.899	8131	535756	537747	12		49	24.1322	250
15.1677 250.633 17.1403	23144	15.1677	4	118	554.276	566	537498	537542	4		250	17.1403	250
14.4717 251.604 16.7014	22082	14.4717	4	1	1.87635	61	554180	554283	8		248	18.7223	251
15.2181 251.635 16.9966	23221	15.2181	4	10	18.2246	236	555319	555363	4		250	17.1403	251
14.1794 251.592 26.151	21636	14.1794	7	14	25.4077	11221	553633	554289	2		251	26.151	251
16.7569 251.699 10.6478	25569	16.7569	5	39	76.0156	816	557657	557694	7		12	12.7054	251
15.2194 252.635 12.018	23223	15.2194	4	2	3.73517	421	573058	573083	18		95	14.171	252
15.0648 252.629 10.3752	22987	15.0648	3	152	1222.9	427	572827	572840	6		304	10.5068	252
14.0319 252.585 18.3755	21411	14.0319	8	168	1772.92	5779	571024	571709	16		250	20.6443	252
15.2011 253.634 12.3943	23195	15.2011	5	67	163.791	247	590758	590802	28		69	14.4331	253
14.4454 253.603 17.5587	22042	14.4454	6	96	330.613	5444	589002	589679	18		250	20.6443	253
14.4664 254.604 15.575	22074	14.4664	7	12	21.81	2952	606809	607469	22		248	18.7223	254
15.1847 254.634 11.2962	23170	15.1847	5	100	363.379	635	608468	608512	33		277	13.7579	254
14.3045 273.597 11.801	21827	14.3045	9	33	62.3884	1905	163435	163895	34		277	13.7579	273
14.3019 275.597 12.9785	21823	14.3019	10	21	38.2698	5544	198652	201954	29		254	15.575	275
19.6844 275.822 10.5632	30036	19.6844	9	122	608.526	220	205721	207596	8		95	12.6204	275
15.865 276.662 11.6865	24208	15.865	5	6	11.0383	452	219286	219391	12		53	13.2848	276
17.4942 276.73 14.0071	26694	17.4942	9	33	62.3884	4508	221436	222081	9		336	16.2824	276
16.753 276.699 10.7198	25563	16.753	5	45	91.0702	141	220652	220742	7		12	12.7054	276
14.0575 276.586 11.3018	21450	14.0575	3	53	113.899	43	216555	216583	11		179	13.6162	276
15.1801 276.633 15.176	23163	15.1801	6	100	363.379	3888	218223	218315	18		70	17.5638	276
14.2764 276.596 14.3558	21784	14.2764	10	102	380.917	2896	212826	225149	24		103	17.5328	276
19.6287 276.819 16.2105	29951	19.6287	9	125	652.625	7118	224823	225410	1		276	16.2105	276
15.1762 277.633 13.7579	23157	15.1762	6	100	363.379	1377	235960	236051	24		244	16.8076	277
19.6778 277.821 12.1719	30026	19.6778	9	125	652.625	1283	242586	244230	4		95	12.6204	277
14.2751 277.596 11.5927	21782	14.2751	7	168	1772.92	15	234553	234691	35		179	13.6162	277
17.2635 277.72 11.0662	26342	17.2635	7	174	2037.74	2527	239122	239277	15		275	12.9785	277
14.4035 278.601 10.3079	21978	14.4035	7	128	699.882	1461	252499	252622	47		180	12.0363	278
17.3415 304.724 10.5643	26461	17.3415	6	84	248.379	980	718168	718242	19		12	12.7054	304
15.1762 304.633 10.5068	23157	15.1762	6	100	363.379	550	714870	714933	43		305	12.6264	304
19.6798 304.821 12.4386	30029	19.6798	9	125	652.625	1701	721530	722001	4		95	12.6204	304
14.2901 304.596 11.4662	21805	14.2901	7	167	1732.25	2315	713473	713648	37		179	13.6162	304
14.435 305.602 10.9634	22026	14.435	5	20	36.3953	603	731488	731549	38		249	13.3967	305
14.3183 305.597 12.6264	21848	14.3183	10	21	38.2698	1777	730780	731989	30		15	14.924	305
14.3209 316.597 10.6966	21852	14.3209	9	17	30.8542	960	145744	146170	46		275	12.9785	316
15.1814 335.633 10.4347	23165	15.1814	3	99	354.906	88	484315	484344	25		96	12.5976	335
14.3085 335.597 13.1607	21833	14.3085	8	165	1653.69	3128	482842	483131	25		254	15.575	335
